,tag_1,tag_2,count
61159,Female fronted metal,alternative,20
61160,Female fronted metal,alternative metal,29
61161,Female fronted metal,alternative rock,16
61162,Female fronted metal,american,18
61170,Female fronted metal,death metal,24
61173,Female fronted metal,dutch,16
61184,Female fronted metal,female vocalist,24
61185,Female fronted metal,female vocalists,147
61188,Female fronted metal,finnish,21
61200,Female fronted metal,heavy metal,15
61205,Female fronted metal,melodic metal,16
61206,Female fronted metal,melodic metalcore,46
61208,Female fronted metal,metal,221
61209,Female fronted metal,metalcore,46
61221,Female fronted metal,rock,45
61225,Female fronted metal,swedish,19
61228,Female fronted metal,symphonic metal,138
61583,Fifth Harmony,1d,20
61608,Fifth Harmony,Girl Groups,24
61634,Fifth Harmony,Selena Gomez,22
61643,Fifth Harmony,United States,16
61644,Fifth Harmony,X factor,39
61649,Fifth Harmony,american,38
61671,Fifth Harmony,dance,19
61681,Fifth Harmony,female vocalists,43
61683,Fifth Harmony,girl group,27
61684,Fifth Harmony,girlband,24
61721,Fifth Harmony,one direction,34
61727,Fifth Harmony,pisam no E3,25
61728,Fifth Harmony,pop,44
62775,Funk Rock,90s,21
62824,Funk Rock,alternative,80
62826,Funk Rock,alternative rock,79
62827,Funk Rock,american,32
62847,Funk Rock,funk,81
62856,Funk Rock,hard rock,18
62861,Funk Rock,indie,31
62863,Funk Rock,indie rock,23
62873,Funk Rock,male vocalists,17
62889,Funk Rock,pop,16
62897,Funk Rock,punk,19
62912,Funk Rock,rock,86
62919,Funk Rock,soul,21
62964,Fusion,70s,21
62976,Fusion,Avant-Garde,16
63025,Fusion,Jazz Rock,18
63054,Fusion,Progressive,15
63056,Fusion,Progressive rock,29
63057,Fusion,Psychedelic Rock,16
63079,Fusion,alternative,28
63090,Fusion,american,27
63102,Fusion,bebop,23
63104,Fusion,blues,35
63123,Fusion,classic rock,30
63165,Fusion,electronic,22
63178,Fusion,experimental,24
63197,Fusion,funk,53
63231,Fusion,indie,18
63241,Fusion,instrumental,18
63245,Fusion,jazz,91
63247,Fusion,jazz fusion,58
63321,Fusion,piano,28
63326,Fusion,pop,30
63338,Fusion,psychedelic,19
63358,Fusion,rock,43
63371,Fusion,singer-songwriter,15
63402,Fusion,trumpet,23
63555,Fuzz-Folk,dream pop,15
63562,Fuzz-Folk,folk,17
63572,Fuzz-Folk,indie,35
63575,Fuzz-Folk,indie rock,35
63594,Fuzz-Folk,post-rock,18
63602,Fuzz-Folk,singer-songwriter,35
63604,Fuzz-Folk,slowcore,34
63831,G-funk,Gangsta Rap,40
63832,G-funk,Hip-Hop,40
63848,G-funk,West Coast Rap,26
63880,G-funk,gangsta,17
63884,G-funk,hip hop,40
63885,G-funk,hiphop,19
63916,G-funk,rap,40
63937,G-funk,west coast,40
64153,Gabber,Hard,16
64154,Gabber,Mainstream Hardcore,16
64155,Gabber,ana,16
64156,Gabber,breda,16
64157,Gabber,core,16
64158,Gabber,dance,16
64159,Gabber,electronic,16
64160,Gabber,elektro-gabba-schranz-hardcore,16
64161,Gabber,hardcore,16
64162,Gabber,hardcore techno,16
64163,Gabber,hardmony,16
64164,Gabber,hiphop,16
64165,Gabber,immune,16
64166,Gabber,industrial,16
64167,Gabber,mythology,16
64168,Gabber,nul,16
64169,Gabber,omi,16
64170,Gabber,reggae,16
64171,Gabber,the third movement,16
64172,Gabber,ttm,16
64173,Gabber,under 2000 listeners,16
64181,Gangsta Rap,2pac,16
64184,Gangsta Rap,50 Cent,31
64188,Gangsta Rap,90s,31
64201,Gangsta Rap,California,26
64215,Gangsta Rap,Dirty South,20
64219,Gangsta Rap,East Coast,64
64224,Gangsta Rap,G-funk,40
64228,Gangsta Rap,Hip-Hop,505
64279,Gangsta Rap,West Coast Rap,92
64283,Gangsta Rap,alternative,18
64288,Gangsta Rap,american,60
64317,Gangsta Rap,compton,15
64334,Gangsta Rap,dmx,25
64342,Gangsta Rap,east coast rap,66
64364,Gangsta Rap,gangsta,42
64380,Gangsta Rap,hardcore rap,18
64382,Gangsta Rap,hip hop,405
64384,Gangsta Rap,hiphop,69
64419,Gangsta Rap,new york,35
64434,Gangsta Rap,pop,18
64450,Gangsta Rap,rap,505
64460,Gangsta Rap,rnb,20
64461,Gangsta Rap,rock,16
64478,Gangsta Rap,southern rap,18
64486,Gangsta Rap,the game,15
64509,Gangsta Rap,west coast,196
64618,Garage Punk,Garage Rock,23
64636,Garage Punk,alternative,24
64637,Garage Punk,alternative rock,21
64668,Garage Punk,garage,18
64674,Garage Punk,indie,24
64676,Garage Punk,indie rock,23
64696,Garage Punk,punk,20
64697,Garage Punk,punk rock,15
64700,Garage Punk,rock,24
64712,Garage Rock,00s,72
64713,Garage Rock,10s,18
64724,Garage Rock,60s,15
64725,Garage Rock,70s,31
64726,Garage Rock,80s,18
64751,Garage Rock,Canadian,23
64768,Garage Rock,Garage Punk,23
64775,Garage Rock,Grunge,24
64787,Garage Rock,Lo-Fi,78
64802,Garage Rock,Neo-Psychedelia,16
64822,Garage Rock,Post-punk revival,19
64829,Garage Rock,Psychedelic Rock,45
64836,Garage Rock,Rock and Roll,59
64849,Garage Rock,Stoner Rock,63
64864,Garage Rock,UK,30
64865,Garage Rock,USA,44
64876,Garage Rock,alternative,493
64880,Garage Rock,alternative rock,387
64884,Garage Rock,american,151
64898,Garage Rock,australian,22
64914,Garage Rock,blues,72
64916,Garage Rock,blues rock,137
64923,Garage Rock,british,94
64927,Garage Rock,britpop,41
64929,Garage Rock,canada,18
64941,Garage Rock,classic rock,57
64966,Garage Rock,dream pop,33
64976,Garage Rock,electronic,31
64983,Garage Rock,experimental,38
64992,Garage Rock,female vocalist,16
64993,Garage Rock,female vocalists,77
64995,Garage Rock,folk,40
64997,Garage Rock,folk rock,18
65010,Garage Rock,garage,62
65013,Garage Rock,garage rock revival,31
65023,Garage Rock,glam rock,17
65036,Garage Rock,hard rock,84
65050,Garage Rock,indie,530
65052,Garage Rock,indie pop,58
65054,Garage Rock,indie rock,474
65060,Garage Rock,jack white,51
65088,Garage Rock,male vocalists,38
65114,Garage Rock,new york,20
65118,Garage Rock,noise,35
65120,Garage Rock,noise pop,29
65121,Garage Rock,noise rock,33
65147,Garage Rock,pop,64
65155,Garage Rock,post-punk,63
65160,Garage Rock,proto-punk,99
65162,Garage Rock,psychedelic,55
65165,Garage Rock,punk,235
65167,Garage Rock,punk rawk,19
65168,Garage Rock,punk rock,128
65178,Garage Rock,rock,669
65197,Garage Rock,sex symbol,15
65201,Garage Rock,shoegaze,36
65204,Garage Rock,singer-songwriter,36
65209,Garage Rock,sloppy,16
65223,Garage Rock,surf pop,15
65224,Garage Rock,surf rock,20
65227,Garage Rock,swedish,63
65247,Garage Rock,toronto,18
65717,George Ellias,60s,21
65738,George Ellias,Jam,29
65754,George Ellias,Psychedelic Rock,33
65766,George Ellias,alternative,19
65769,George Ellias,american,19
65791,George Ellias,classic rock,32
65805,George Ellias,ellias,47
65814,George Ellias,folk,46
65816,George Ellias,folk rock,25
65843,George Ellias,indie,19
65844,George Ellias,indie folk,15
65846,George Ellias,indie rock,15
65848,George Ellias,jam band,20
65878,George Ellias,psychedelic,42
65884,George Ellias,rock,41
66390,Girl Groups,1d,19
66429,Girl Groups,Fifth Harmony,24
66440,Girl Groups,Hip-Hop,16
66474,Girl Groups,Selena Gomez,21
66483,Girl Groups,USA,15
66484,Girl Groups,United States,35
66485,Girl Groups,X factor,19
66498,Girl Groups,american,69
66527,Girl Groups,dance,66
66556,Girl Groups,female vocalists,77
66567,Girl Groups,girl group,37
66569,Girl Groups,girlband,56
66635,Girl Groups,one direction,19
66642,Girl Groups,pisam no E3,19
66643,Girl Groups,pop,77
66651,Girl Groups,r&b,27
66657,Girl Groups,rnb,37
66664,Girl Groups,sexy,21
67129,Glam Metal,80s,54
67165,Glam Metal,american,21
67170,Glam Metal,classic rock,40
67175,Glam Metal,glam rock,42
67179,Glam Metal,hair metal,53
67180,Glam Metal,hard rock,56
67182,Glam Metal,heavy metal,55
67191,Glam Metal,metal,42
67201,Glam Metal,rock,56
67334,Glee Cast,Soundtrack,56
67343,Glee Cast,cover,56
67349,Glee Cast,glee,56
67363,Glee Cast,musical,56
67366,Glee Cast,pop,30
67665,Gothic,80s,72
67666,Gothic,90s,15
67689,Gothic,Female fronted metal,92
67691,Gothic,Gothic Metal,128
67692,Gothic,Gothic Rock,142
67702,Gothic,Love Metal,17
67710,Gothic,Post punk,22
67712,Gothic,Power metal,24
67732,Gothic,alternative,133
67734,Gothic,alternative metal,26
67736,Gothic,alternative rock,72
67740,Gothic,american,23
67758,Gothic,british,31
67769,Gothic,dark,19
67773,Gothic,darkwave,17
67788,Gothic,dutch,16
67805,Gothic,experimental,20
67814,Gothic,female vocalists,149
67817,Gothic,finnish,31
67828,Gothic,goth,65
67834,Gothic,hard rock,22
67838,Gothic,heavy metal,16
67843,Gothic,indie,38
67846,Gothic,industrial,17
67866,Gothic,melodic metal,15
67867,Gothic,metal,136
67874,Gothic,new wave,67
67886,Gothic,pop,19
67890,Gothic,post-punk,77
67895,Gothic,punk,29
67901,Gothic,rock,153
67921,Gothic,symphonic metal,68
67947,Gothic Metal,Female fronted metal,175
67948,Gothic Metal,Gothic,128
67949,Gothic Metal,Gothic Rock,68
67954,Gothic Metal,Love Metal,15
67957,Gothic Metal,Power metal,65
67959,Gothic Metal,Progressive metal,39
67970,Gothic Metal,alternative,52
67971,Gothic Metal,alternative metal,23
67972,Gothic Metal,alternative rock,42
67991,Gothic Metal,depressive rock,29
67993,Gothic Metal,doom metal,34
67994,Gothic Metal,dutch,16
68007,Gothic Metal,female vocalists,111
68010,Gothic Metal,finnish,38
68018,Gothic Metal,hard rock,15
68020,Gothic Metal,heavy metal,15
68034,Gothic Metal,melodic metal,15
68035,Gothic Metal,metal,235
68045,Gothic Metal,rock,79
68050,Gothic Metal,symphonic metal,231
68060,Gothic Rock,80s,42
68073,Gothic Rock,Female fronted metal,34
68075,Gothic Rock,Gothic,142
68076,Gothic Rock,Gothic Metal,68
68084,Gothic Rock,Love Metal,71
68091,Gothic Rock,Post punk,17
68111,Gothic Rock,alternative,112
68112,Gothic Rock,alternative metal,20
68113,Gothic Rock,alternative rock,66
68131,Gothic Rock,british,27
68137,Gothic Rock,dark,15
68141,Gothic Rock,darkwave,15
68169,Gothic Rock,female vocalists,110
68172,Gothic Rock,finnish,59
68182,Gothic Rock,goth,50
68190,Gothic Rock,indie,27
68209,Gothic Rock,metal,105
68215,Gothic Rock,new wave,39
68225,Gothic Rock,pop,15
68228,Gothic Rock,post-punk,44
68231,Gothic Rock,punk,23
68235,Gothic Rock,rock,219
68249,Gothic Rock,symphonic metal,24
68347,Great Lyricists,00s,17
68353,Great Lyricists,90s,15
68388,Great Lyricists,Mellow,17
68422,Great Lyricists,acoustic,20
68428,Great Lyricists,alternative,28
68431,Great Lyricists,alternative rock,23
68434,Great Lyricists,american,17
68498,Great Lyricists,favorites,19
68510,Great Lyricists,folk,23
68514,Great Lyricists,folk rock,20
68536,Great Lyricists,indie,27
68538,Great Lyricists,indie pop,20
68539,Great Lyricists,indie rock,23
68558,Great Lyricists,male vocalists,22
68560,Great Lyricists,melancholy,21
68582,Great Lyricists,pop,23
68594,Great Lyricists,rock,28
68605,Great Lyricists,singer-songwriter,27
68849,Grime,Hip-Hop,42
68865,Grime,UK,19
68871,Grime,acoustic,25
68873,Grime,alternative,30
68891,Grime,british,53
68898,Grime,dance,34
68911,Grime,easy-listening,23
68912,Grime,electro,18
68915,Grime,electronic,37
68916,Grime,electronica,25
68928,Grime,female vocalists,27
68946,Grime,hip hop,29
68951,Grime,indie,38
68971,Grime,male vocalists,23
68985,Grime,pop,39
68995,Grime,rap,18
69007,Grime,singer-songwriter,30
69398,Grunge,00s,38
69410,Grunge,80s,35
69412,Grunge,90s,272
69436,Grunge,California,18
69453,Grunge,Experimental Rock,20
69463,Grunge,Garage Rock,24
69480,Grunge,Lo-Fi,36
69502,Grunge,Nu Metal,35
69503,Grunge,Nu-metal,20
69517,Grunge,Post Grunge,38
69526,Grunge,Progressive rock,28
69527,Grunge,Psychedelic Rock,63
69551,Grunge,Soundtrack,15
69564,Grunge,USA,46
69569,Grunge,acoustic,28
69577,Grunge,alternative,783
69579,Grunge,alternative metal,75
69581,Grunge,alternative rock,766
69584,Grunge,american,138
69592,Grunge,australian,28
69625,Grunge,british,26
69643,Grunge,classic rock,32
69677,Grunge,electronic,28
69680,Grunge,emo,32
69684,Grunge,experimental,36
69690,Grunge,favorites,27
69696,Grunge,female vocalist,18
69697,Grunge,female vocalists,79
69700,Grunge,folk,82
69744,Grunge,hard rock,359
69745,Grunge,hardcore,18
69747,Grunge,heavy metal,43
69757,Grunge,indie,248
69760,Grunge,indie rock,221
69787,Grunge,male vocalists,41
69798,Grunge,metal,112
69821,Grunge,noise,28
69823,Grunge,noise rock,47
69849,Grunge,pop,42
69851,Grunge,pop rock,21
69854,Grunge,portland,16
69861,Grunge,post-grunge,172
69863,Grunge,post-punk,40
69870,Grunge,psychedelic,70
69874,Grunge,punk,92
69876,Grunge,punk rock,36
69893,Grunge,riot grrrl,18
69896,Grunge,rock,939
69906,Grunge,seattle,30
69917,Grunge,shoegaze,17
69920,Grunge,singer-songwriter,101
70196,Guilty Pleasures,dance,19
70227,Guilty Pleasures,female vocalists,18
70321,Guilty Pleasures,pop,21
70343,Guilty Pleasures,rnb,16
70347,Guilty Pleasures,sexy,15
70634,Gypsy,balkan,16
70642,Gypsy,folk,39
70645,Gypsy,indie,39
70646,Gypsy,indie folk,39
70655,Gypsy,singer-songwriter,39
70801,Hann with Gun,ambient,19
70815,Hann with Gun,chillout,22
70822,Hann with Gun,downtempo,22
70827,Hann with Gun,electronic,22
70829,Hann with Gun,electronica,19
70830,Hann with Gun,experimental,18
70841,Hann with Gun,instrumental,16
70863,Hann with Gun,trip hop,20
70864,Hann with Gun,trip-hop,22
70893,Hard,Gabber,16
70894,Hard,Mainstream Hardcore,16
70895,Hard,ana,16
70896,Hard,breda,16
70897,Hard,core,16
70898,Hard,dance,16
70899,Hard,electronic,16
70900,Hard,elektro-gabba-schranz-hardcore,16
70901,Hard,hardcore,16
70902,Hard,hardcore techno,16
70903,Hard,hardmony,16
70904,Hard,hiphop,16
70905,Hard,immune,16
70906,Hard,industrial,16
70907,Hard,mythology,16
70908,Hard,nul,16
70909,Hard,omi,16
70910,Hard,reggae,16
70911,Hard,the third movement,16
70912,Hard,ttm,16
70913,Hard,under 2000 listeners,16
70941,Hard Bop,jazz,15
71931,Hip Hop/Rap,Hip-Hop,46
71981,Hip Hop/Rap,american,34
72000,Hip Hop/Rap,chicago,15
72069,Hip Hop/Rap,hip hop,46
72096,Hip Hop/Rap,male vocalists,23
72120,Hip Hop/Rap,pop,31
72136,Hip Hop/Rap,r&b,25
72138,Hip Hop/Rap,rap,35
72142,Hip Hop/Rap,rnb,28
72156,Hip Hop/Rap,soul,20
72278,Hip-Hop,00s,112
72280,Hip-Hop,10s,22
72289,Hip-Hop,2010s,22
72292,Hip-Hop,2014,28
72297,Hip-Hop,2pac,16
72306,Hip-Hop,50 Cent,31
72313,Hip-Hop,80s,20
72315,Hip-Hop,90s,146
72331,Hip-Hop,All,105
72342,Hip-Hop,Asher Roth,18
72346,Hip-Hop,Awesome,15
72350,Hip-Hop,BAKING SODA,50
72379,Hip-Hop,Brooklyn,24
72382,Hip-Hop,Brutal Death Metal,32
72387,Hip-Hop,California,78
72391,Hip-Hop,Canadian,61
72398,Hip-Hop,Chris Brown,48
72400,Hip-Hop,Ciara,18
72416,Hip-Hop,Crunk,97
72437,Hip-Hop,Dirty South,243
72443,Hip-Hop,Drake,19
72454,Hip-Hop,East Coast,111
72469,Hip-Hop,Eminem,73
72472,Hip-Hop,F O R S E N B O Y S,16
72503,Hip-Hop,G-funk,40
72505,Hip-Hop,Gangsta Rap,505
72512,Hip-Hop,Girl Groups,16
72521,Hip-Hop,Grime,42
72529,Hip-Hop,Hip Hop/Rap,46
72534,Hip-Hop,House,100
72557,Hip-Hop,Jazz Hop,71
72568,Hip-Hop,Kanye West,38
72589,Hip-Hop,Lil Wayne,66
72592,Hip-Hop,Lo-Fi,76
72595,Hip-Hop,Love,26
72597,Hip-Hop,Ludacris,27
72600,Hip-Hop,Lupe Fiasco,16
72606,Hip-Hop,Mac Dre,22
72625,Hip-Hop,Michigan,15
72627,Hip-Hop,Mike Will Made It,17
72655,Hip-Hop,Ne-Yo,38
72658,Hip-Hop,Nelly,33
72660,Hip-Hop,Neo Soul,34
72661,Hip-Hop,Neo-Soul,140
72662,Hip-Hop,New Orleans,52
72675,Hip-Hop,North Carolina,20
72676,Hip-Hop,Norway,32
72677,Hip-Hop,Nu Metal,18
72680,Hip-Hop,Officially Shit,27
72732,Hip-Hop,Rave,15
72736,Hip-Hop,Reggaeton,74
72738,Hip-Hop,Rihanna,28
72752,Hip-Hop,Scratch Music,53
72774,Hip-Hop,Stones throw,59
72788,Hip-Hop,The Cool Kids,50
72789,Hip-Hop,The Pack,18
72796,Hip-Hop,Timbaland,16
72811,Hip-Hop,UK,53
72812,Hip-Hop,UK Garage,19
72813,Hip-Hop,USA,105
72815,Hip-Hop,United States,31
72816,Hip-Hop,Usher,19
72821,Hip-Hop,West Coast Rap,138
72825,Hip-Hop,Wiz Khalifa,18
72840,Hip-Hop,abstract,18
72842,Hip-Hop,abstract hip-hop,45
72847,Hip-Hop,acoustic,32
72853,Hip-Hop,afrikaans,47
72875,Hip-Hop,alternative,496
72877,Hip-Hop,alternative hip hop,18
72878,Hip-Hop,alternative hip-hop,102
72881,Hip-Hop,alternative rap,180
72882,Hip-Hop,alternative rnb,24
72883,Hip-Hop,alternative rock,87
72888,Hip-Hop,amazing,16
72889,Hip-Hop,ambient,65
72891,Hip-Hop,american,594
72908,Hip-Hop,atlanta,73
72912,Hip-Hop,australia,33
72913,Hip-Hop,australian,35
72944,Hip-Hop,beats,31
72949,Hip-Hop,bedroom,15
72970,Hip-Hop,beyonce,17
72976,Hip-Hop,big sean,26
72981,Hip-Hop,bitch,17
72986,Hip-Hop,black metal,45
73019,Hip-Hop,breakbeat,21
73029,Hip-Hop,british,202
73038,Hip-Hop,cali,16
73052,Hip-Hop,chicago,63
73056,Hip-Hop,chill,46
73060,Hip-Hop,chillout,187
73062,Hip-Hop,chillwave,23
73079,Hip-Hop,clipse,17
73081,Hip-Hop,cloud rap,46
73096,Hip-Hop,compton,47
73111,Hip-Hop,crossover,21
73126,Hip-Hop,dance,600
73129,Hip-Hop,dance pop,18
73132,Hip-Hop,dance-pop,27
73135,Hip-Hop,dancehall,79
73144,Hip-Hop,death metal,21
73148,Hip-Hop,deep house,27
73155,Hip-Hop,detroit,54
73169,Hip-Hop,diva,27
73171,Hip-Hop,dj,57
73176,Hip-Hop,dmx,25
73184,Hip-Hop,downtempo,214
73196,Hip-Hop,dub,32
73198,Hip-Hop,dubstep,80
73203,Hip-Hop,dutch,100
73209,Hip-Hop,east coast rap,114
73222,Hip-Hop,electro,169
73232,Hip-Hop,electronic,998
73236,Hip-Hop,electronica,248
73237,Hip-Hop,electropop,47
73241,Hip-Hop,emo,29
73244,Hip-Hop,english,18
73248,Hip-Hop,experimental,328
73250,Hip-Hop,experimental hip-hop,59
73251,Hip-Hop,experimental rap,40
73262,Hip-Hop,favorites,15
73265,Hip-Hop,female,93
73273,Hip-Hop,female vocalist,109
73274,Hip-Hop,female vocalists,875
73283,Hip-Hop,folk,28
73298,Hip-Hop,french,91
73312,Hip-Hop,funk,456
73314,Hip-Hop,funky,28
73328,Hip-Hop,g-eazy,22
73333,Hip-Hop,gangsta,42
73349,Hip-Hop,girl group,15
73355,Hip-Hop,glitch,67
73356,Hip-Hop,glitch hop,21
73358,Hip-Hop,glitch-hop,73
73367,Hip-Hop,good music,33
73390,Hip-Hop,guilty pleasure,23
73395,Hip-Hop,gym class heroes,22
73401,Hip-Hop,hard rock,21
73402,Hip-Hop,hardcore,40
73404,Hip-Hop,hardcore hip-hop,37
73406,Hip-Hop,hardcore rap,21
73418,Hip-Hop,hip hop,2661
73426,Hip-Hop,hip-house,42
73428,Hip-Hop,hiphop,174
73431,Hip-Hop,hipster rap,44
73434,Hip-Hop,hit u with that treintaiocho,16
73444,Hip-Hop,hot,20
73457,Hip-Hop,idm,77
73462,Hip-Hop,indie,311
73470,Hip-Hop,indie pop,44
73473,Hip-Hop,indie rock,67
73478,Hip-Hop,indietronica,15
73479,Hip-Hop,industrial,16
73486,Hip-Hop,instrumental,79
73487,Hip-Hop,instrumental hip hop,15
73488,Hip-Hop,instrumental hip-hop,252
73506,Hip-Hop,jazz,87
73528,Hip-Hop,justin bieber,37
73529,Hip-Hop,juvenile,40
73551,Hip-Hop,kidz in the hall,18
73567,Hip-Hop,latin,32
73576,Hip-Hop,legend,29
73594,Hip-Hop,london,20
73599,Hip-Hop,los angeles,36
73632,Hip-Hop,male vocalist,34
73633,Hip-Hop,male vocalists,250
73652,Hip-Hop,meme rap,18
73654,Hip-Hop,metal,30
73689,Hip-Hop,music to listen while you baking,16
73700,Hip-Hop,nederhop,42
73707,Hip-Hop,neptunes,26
73710,Hip-Hop,netherlands,28
73722,Hip-Hop,new york,181
73726,Hip-Hop,next level beats,45
73737,Hip-Hop,noise,23
73748,Hip-Hop,norwegian,45
73770,Hip-Hop,ofwgkta,90
73772,Hip-Hop,old school,27
73786,Hip-Hop,party,19
73800,Hip-Hop,piano,26
73807,Hip-Hop,pittsburgh,46
73811,Hip-Hop,pnc,22
73817,Hip-Hop,pop,1352
73822,Hip-Hop,pop rock,23
73853,Hip-Hop,producer,41
73858,Hip-Hop,psychedelic,27
73865,Hip-Hop,punk,45
73866,Hip-Hop,punk rock,19
73875,Hip-Hop,queens,21
73880,Hip-Hop,r and b,83
73883,Hip-Hop,r&b,390
73884,Hip-Hop,r'n'b,56
73891,Hip-Hop,rap,4705
73894,Hip-Hop,rap rock,15
73899,Hip-Hop,rapcore,71
73911,Hip-Hop,reggae,180
73921,Hip-Hop,rhythm and blues,57
73925,Hip-Hop,rnb,1720
73928,Hip-Hop,rock,268
73952,Hip-Hop,seattle,20
73962,Hip-Hop,sexy,128
73974,Hip-Hop,singer-songwriter,142
73986,Hip-Hop,slow jams,22
73990,Hip-Hop,smooth,19
73994,Hip-Hop,soul,1056
74004,Hip-Hop,southern rap,126
74009,Hip-Hop,spotify,19
74025,Hip-Hop,swag,133
74027,Hip-Hop,swedish,15
74036,Hip-Hop,synthpop,19
74044,Hip-Hop,techno,19
74047,Hip-Hop,teen pop,20
74052,Hip-Hop,the game,15
74056,Hip-Hop,the netherlands,23
74075,Hip-Hop,trap,54
74082,Hip-Hop,trip hop,35
74083,Hip-Hop,trip-hop,232
74094,Hip-Hop,turn up,33
74095,Hip-Hop,turntablism,181
74098,Hip-Hop,tyga,38
74110,Hip-Hop,underground,29
74112,Hip-Hop,underground hip hop,22
74113,Hip-Hop,underground hip-hop,621
74115,Hip-Hop,underground rap,106
74121,Hip-Hop,urban,140
74131,Hip-Hop,virginia,18
74136,Hip-Hop,vocal,16
74152,Hip-Hop,west coast,285
74174,Hip-Hop,wonky,36
74188,Hip-Hop,young money,32
74192,Hip-Hop,yung dynasty,23
74194,Hip-Hop,zef,21
74323,Holly Brook,alternative,40
74324,Holly Brook,alternative pop,18
74325,Holly Brook,alternative rock,40
74327,Holly Brook,american,16
74341,Holly Brook,female vocalists,40
74350,Holly Brook,piano,25
74351,Holly Brook,pop,40
74907,House,00s,51
74909,House,10s,25
74932,House,80s,18
74936,House,90s,26
74942,House,All,123
74956,House,BPitch Control,24
74970,House,Brostep,37
74975,House,Canadian,58
74993,House,DIsco House,79
75001,House,Disco,58
75006,House,Drum and bass,39
75009,House,EDM,74
75018,House,Electroclash,15
75059,House,Hip-Hop,100
75159,House,Progressive House,547
75169,House,Rhythmic Noise,18
75202,House,UK,53
75203,House,UK Garage,58
75205,House,USA,18
75206,House,United Kingdom,29
75232,House,alternative,185
75238,House,alternative rap,26
75240,House,alternative rock,20
75243,House,ambient,59
75245,House,american,83
75257,House,australian,23
75270,House,bass,18
75304,House,big beat,42
75306,House,big room house,28
75323,House,breakbeat,78
75326,House,british,222
75334,House,canada,15
75346,House,chill,24
75352,House,chillout,300
75354,House,chillwave,68
75364,House,club,142
75371,House,complextro,39
75379,House,cosmic,19
75391,House,dance,1205
75410,House,deep house,509
75430,House,dj,41
75439,House,downtempo,158
75450,House,dub,21
75453,House,dubstep,400
75459,House,dutch,79
75463,House,ed banger,20
75467,House,electro,834
75472,House,electro house,620
75486,House,electronic,2465
75495,House,electronica,599
75498,House,electropop,113
75506,House,english,39
75515,House,experimental,67
75534,House,female vocalists,117
75547,House,france,59
75550,House,french,187
75552,House,french house,22
75564,House,funk,83
75566,House,funky,25
75569,House,funky house,30
75574,House,future garage,48
75575,House,future house,46
75581,House,garage,48
75587,House,german,55
75588,House,germany,22
75639,House,hip hop,57
75653,House,idm,28
75657,House,indie,120
75664,House,indie pop,37
75666,House,indie rock,25
75667,House,indietronica,16
75671,House,instrumental,27
75685,House,jazz,35
75737,House,london,16
75741,House,lounge,96
75765,House,male vocalists,40
75786,House,microhouse,16
75789,House,minimal,234
75790,House,minimal house,15
75791,House,minimal techno,27
75802,House,moombahton,23
75831,House,new rave,22
75845,House,norwegian,27
75852,House,nu disco,45
75853,House,nu jazz,19
75859,House,nu-disco,35
75881,House,pop,302
75910,House,progressive trance,28
75913,House,psychedelic,22
75924,House,queue,20
75927,House,r&b,16
75931,House,rap,58
75939,House,remix,22
75944,House,rnb,101
75946,House,rock,58
75978,House,singer-songwriter,15
75991,House,soul,30
75995,House,space disco,22
75999,House,spotify,15
76002,House,steve aoki,19
76010,House,swedish,155
76020,House,synthpop,47
76024,House,tech house,64
76025,House,tech-house,142
76026,House,techno,266
76042,House,trance,120
76047,House,trap,27
76053,House,trip-hop,93
76057,House,tropical house,31
76066,House,uk funky,17
77659,Impressionism,Classical,15
77660,Impressionism,Impressionist,15
77671,Impressionism,composers,15
77678,Impressionism,french,15
77685,Impressionism,piano,15
77690,Impressionist,Classical,76
77691,Impressionist,Impressionism,15
77702,Impressionist,composers,45
77709,Impressionist,french,63
77716,Impressionist,piano,76
78253,Indietronic,alternative,18
78303,Indietronic,electronic,18
78340,Indietronic,indie,19
78347,Indietronic,indie pop,18
78348,Indietronic,indie rock,18
78388,Indietronic,pop,17
78407,Indietronic,rock,15
78663,Irish Punk,celtic punk,27
78667,Irish Punk,folk punk,46
78672,Irish Punk,irish,46
78675,Irish Punk,punk,46
78676,Irish Punk,punk rock,46
78677,Irish Punk,rock,17
78843,Italo Disco,80s,17
78851,Italo Disco,Disco,25
78873,Italo Disco,Soundtrack,17
78896,Italo Disco,dance,19
78905,Italo Disco,electro,22
78909,Italo Disco,electronic,30
78913,Italo Disco,electronica,20
78982,Italo Disco,pop,18
79002,Italo Disco,synthpop,30
79853,Jam,60s,20
79858,Jam,Acoustic Rock,47
79876,Jam,George Ellias,29
79905,Jam,Psychedelic Rock,39
79920,Jam,acoustic,25
79923,Jam,alternative,56
79925,Jam,alternative rock,54
79927,Jam,american,17
79940,Jam,blues,16
79951,Jam,classic rock,43
79971,Jam,ellias,29
79975,Jam,folk,45
79976,Jam,folk rock,18
80004,Jam,indie,16
80014,Jam,jam band,31
80061,Jam,psychedelic,40
80066,Jam,rock,92
80872,Jazz Hop,Hip-Hop,71
80887,Jazz Hop,North Carolina,20
80909,Jazz Hop,american,18
80966,Jazz Hop,funk,34
80981,Jazz Hop,hip hop,67
80982,Jazz Hop,hiphop,15
80998,Jazz Hop,jazz,16
81051,Jazz Hop,rap,70
81079,Jazz Hop,underground hip-hop,43
81091,Jazz Rock,70s,67
81093,Jazz Rock,80s,16
