,tag_1,tag_2,count
19085,90s,reggae,28
19091,90s,rhythm and blues,40
19093,90s,riot grrrl,15
19094,90s,rnb,146
19102,90s,rock,1124
19104,90s,rock n roll,17
19111,90s,romantic,18
19126,90s,scandinavian,16
19128,90s,scotland,18
19130,90s,seattle,31
19134,90s,sexy,65
19136,90s,shoegaze,56
19142,90s,singer-songwriter,267
19144,90s,ska,45
19146,90s,ska punk,22
19161,90s,soft rock,82
19164,90s,soul,189
19203,90s,swedish,33
19208,90s,synth pop,27
19212,90s,synthpop,37
19219,90s,techno,18
19257,90s,trip hop,15
19258,90s,trip-hop,29
19275,90s,urban,34
19288,90s,welsh,17
19289,90s,west coast,19
19536,<3,10s,18
19567,<3,Awesome,20
19652,<3,Love,19
19721,<3,USA,15
19743,<3,alternative,18
19751,<3,amazing,23
19758,<3,american,28
19787,<3,beautiful,19
19859,<3,cute,18
19860,<3,dance,28
19905,<3,electronic,15
19932,<3,female vocalist,21
19933,<3,female vocalists,28
19972,<3,guilty pleasure,23
20158,<3,pop,37
20163,<3,pop rock,22
20174,<3,power pop,16
20197,<3,rnb,17
20198,<3,rock,22
20215,<3,sexy,24
20221,<3,singer-songwriter,15
20257,<3,teen pop,18
20477,AOR,70s,25
20480,AOR,80s,84
20499,AOR,Progressive rock,37
20511,AOR,american,43
20513,AOR,arena rock,19
20524,AOR,classic rock,84
20542,AOR,hard rock,81
20557,AOR,male vocalists,16
20560,AOR,melodic rock,27
20567,AOR,pop,49
20568,AOR,pop rock,21
20573,AOR,rock,84
20579,AOR,soft rock,31
20870,Acid Rock,60s,31
20872,Acid Rock,70s,24
20889,Acid Rock,Progressive rock,18
20891,Acid Rock,Psychedelic Rock,31
20901,Acid Rock,american,23
20905,Acid Rock,blues,27
20906,Acid Rock,blues rock,27
20912,Acid Rock,classic rock,31
20932,Acid Rock,guitar,15
20935,Acid Rock,hard rock,23
20952,Acid Rock,psychedelic,31
20953,Acid Rock,rock,31
21141,Acoustic Rock,00s,22
21142,Acoustic Rock,90s,16
21170,Acoustic Rock,Jam,47
21178,Acoustic Rock,Love,20
21182,Acoustic Rock,Mellow,38
21198,Acoustic Rock,acoustic,150
21202,Acoustic Rock,alternative,122
21203,Acoustic Rock,alternative rock,80
21205,Acoustic Rock,american,46
21210,Acoustic Rock,blues,34
21215,Acoustic Rock,chill,54
21216,Acoustic Rock,chillout,30
21241,Acoustic Rock,favorites,30
21248,Acoustic Rock,folk,70
21249,Acoustic Rock,folk rock,19
21260,Acoustic Rock,guitar,25
21269,Acoustic Rock,indie,96
21272,Acoustic Rock,indie rock,35
21282,Acoustic Rock,jazz,17
21285,Acoustic Rock,john mayer,15
21291,Acoustic Rock,male vocalists,58
21304,Acoustic Rock,pop,97
21305,Acoustic Rock,pop rock,29
21319,Acoustic Rock,rock,152
21329,Acoustic Rock,singer-songwriter,134
21333,Acoustic Rock,soft rock,15
21335,Acoustic Rock,soul,16
21909,Adult Alternative,indie,15
21941,Adult Alternative,pop,15
21991,Afie Jurvanen,2000s,18
21992,Afie Jurvanen,2010s,18
21996,Afie Jurvanen,Canadian,18
21999,Afie Jurvanen,Progressive rock,18
22002,Afie Jurvanen,canada,18
22006,Afie Jurvanen,folk,18
22007,Afie Jurvanen,folk pop,18
22011,Afie Jurvanen,indie,18
22012,Afie Jurvanen,indie folk,18
22014,Afie Jurvanen,male vocalists,18
22018,Afie Jurvanen,rock,18
22022,Afie Jurvanen,singer-songwriter,18
22027,Afie Jurvanen,toronto,18
22278,Albanian,10s,17
22279,Albanian,2010s,17
22282,Albanian,Energetic,16
22286,Albanian,Need to scrobble,16
22288,Albanian,Queen Bumble Bee,16
22295,Albanian,albania,17
22297,Albanian,alternative,18
22299,Albanian,american,16
22305,Albanian,check out this,16
22308,Albanian,dance,19
22309,Albanian,dance pop,19
22311,Albanian,deep,16
22312,Albanian,discovered on facebook,16
22316,Albanian,electro,18
22317,Albanian,electronic,19
22318,Albanian,electropop,18
22320,Albanian,female,17
22323,Albanian,female vocalists,19
22329,Albanian,indie,16
22330,Albanian,indie folk,16
22331,Albanian,indie pop,17
22342,Albanian,piano,16
22344,Albanian,pop,19
22348,Albanian,power pop,17
22356,Albanian,singer-songwriter,16
22357,Albanian,someone special to me made me discover,16
22359,Albanian,summer,16
22593,All,00s,32
22597,All,10s,71
22609,All,2010s,41
22615,All,2014,16
22648,All,Alt-country,15
22683,All,Brostep,15
22688,All,California,34
22690,All,Canadian,17
22701,All,Classical,19
22727,All,Disco,22
22735,All,Dreamy,38
22737,All,Drum and bass,36
22744,All,EDM,40
22813,All,Hip-Hop,105
22818,All,House,123
22863,All,Like,23
22867,All,Lo-Fi,32
22885,All,Mellow,17
22921,All,Neo-Soul,16
22926,All,New band of the day,16
22978,All,Progressive House,39
23026,All,Soundtrack,47
23063,All,UK,46
23064,All,UK Garage,19
23065,All,UK artist,16
23066,All,USA,63
23069,All,United Kingdom,23
23070,All,United States,31
23074,All,West Coast Rap,15
23093,All,acoustic,85
23110,All,alternative,222
23114,All,alternative hip-hop,15
23116,All,alternative pop,20
23119,All,alternative rnb,17
23120,All,alternative rock,53
23126,All,ambient,55
23134,All,american,162
23144,All,art pop,19
23206,All,big room house,27
23236,All,breakbeat,16
23243,All,british,127
23265,All,chamber pop,20
23270,All,check out,16
23278,All,chill,17
23283,All,chillout,43
23285,All,chillwave,21
23308,All,complextro,15
23326,All,country,17
23335,All,dance,115
23358,All,deep house,67
23386,All,downtempo,30
23387,All,dream pop,49
23399,All,dubstep,90
23405,All,dutch,41
23423,All,electro,121
23429,All,electro house,44
23441,All,electronic,294
23447,All,electronica,135
23449,All,electropop,50
23456,All,emo,24
23462,All,england,26
23463,All,english,37
23474,All,eurosonic 2015,15
23479,All,experimental,82
23507,All,female vocalist,31
23508,All,female vocalists,93
23524,All,folk,111
23528,All,folk pop,25
23529,All,folk rock,33
23557,All,funk,57
23559,All,funky,39
23567,All,future house,23
23579,All,garage,18
23627,All,green man 2014,15
23637,All,groovy,25
23653,All,hardcore,25
23684,All,hip hop,66
23693,All,hipster rap,19
23717,All,indie,250
23721,All,indie folk,81
23725,All,indie pop,169
23728,All,indie rock,83
23733,All,indietronica,27
23741,All,instrumental,22
23757,All,jazz,43
23763,All,jecks,29
23829,All,london,36
23834,All,los angeles,43
23857,All,male vocalists,107
23891,All,metal,26
23892,All,metalcore,17
23907,All,minimal,16
23919,All,mistagged artist,74
23934,All,moombahton,16
23964,All,mysterious,99
23996,All,new wave,18
24087,All,piano,16
24103,All,pop,252
24106,All,pop punk,16
24108,All,pop rock,31
24133,All,post-pop,15
24166,All,psychedelic,50
24168,All,psychedelic pop,27
24175,All,punk,15
24187,All,r&b,50
24195,All,rap,70
24205,All,relevant magazine,17
24216,All,rnb,45
24219,All,rock,184
24277,All,shoegaze,26
24284,All,singer-songwriter,98
24315,All,soul,83
24338,All,spotify,25
24358,All,swag,16
24369,All,synth pop,16
24372,All,synthpop,52
24380,All,techno,53
24420,All,trance,17
24426,All,trap,27
24435,All,trip-hop,29
24440,All,try,16
24454,All,uk funky,21
24458,All,under 2000 listeners,23
24462,All,underground hip-hop,15
24466,All,unknown,63
24481,All,vocal,17
24501,All,west coast,23
24810,Alt-country,00s,57
24833,Alt-country,All,15
24835,Alt-country,Alternative Folk,16
24837,Alt-country,Awesome,20
24847,Alt-country,Canadian,16
24889,Alt-country,Lo-Fi,96
24891,Alt-country,Love,18
24896,Alt-country,Mellow,57
24900,Alt-country,Nashville,38
24908,Alt-country,New Weird America,15
24922,Alt-country,Psychedelic Rock,17
24925,Alt-country,Recommended,80
24942,Alt-country,Southern Rock,17
24943,Alt-country,Spacebomb,16
24947,Alt-country,Surf,33
24957,Alt-country,USA,61
24967,Alt-country,acoustic,154
24971,Alt-country,alt country,23
24974,Alt-country,alternative,312
24975,Alt-country,alternative country,33
24980,Alt-country,alternative rock,86
24984,Alt-country,american,165
24985,Alt-country,americana,303
25012,Alt-country,beautiful,26
25017,Alt-country,bluegrass,79
25018,Alt-country,blues,57
25027,Alt-country,british,16
25043,Alt-country,chamber pop,28
25047,Alt-country,chill,27
25049,Alt-country,chillout,15
25055,Alt-country,classic rock,31
25062,Alt-country,country,119
25063,Alt-country,country rock,20
25076,Alt-country,dream pop,26
25099,Alt-country,experimental,34
25103,Alt-country,favorites,41
25113,Alt-country,female vocalist,15
25114,Alt-country,female vocalists,58
25119,Alt-country,folk,468
25125,Alt-country,folk rock,156
25127,Alt-country,folk-rock,21
25129,Alt-country,freak folk,27
25158,Alt-country,guitar,15
25183,Alt-country,indie,605
25184,Alt-country,indie folk,208
25186,Alt-country,indie pop,148
25188,Alt-country,indie rock,345
25205,Alt-country,kickasstic,78
25227,Alt-country,male vocalists,72
25232,Alt-country,melancholy,27
25275,Alt-country,pay attention,78
25280,Alt-country,pop,82
25299,Alt-country,psychedelic,33
25318,Alt-country,rock,325
25328,Alt-country,sadcore,18
25331,Alt-country,seattle,26
25352,Alt-country,singer-songwriter,283
25353,Alt-country,singer-songwriters,15
25358,Alt-country,slowcore,32
25377,Alt-country,surf rock,33
25597,Alternative Folk,00s,15
25609,Alternative Folk,Alt-country,16
25674,Alternative Folk,acoustic,27
25681,Alternative Folk,alternative,31
25684,Alternative Folk,alternative rock,24
25685,Alternative Folk,american,17
25686,Alternative Folk,americana,16
25718,Alternative Folk,country,15
25755,Alternative Folk,folk,31
25760,Alternative Folk,folk rock,26
25788,Alternative Folk,indie,31
25789,Alternative Folk,indie folk,30
25790,Alternative Folk,indie pop,25
25791,Alternative Folk,indie rock,18
25811,Alternative Folk,male vocalists,23
25835,Alternative Folk,pop,22
25847,Alternative Folk,rock,30
25859,Alternative Folk,singer-songwriter,28
26493,American Idol,alternative,40
26495,American Idol,alternative rock,32
26496,American Idol,american,20
26505,American Idol,country,25
26516,American Idol,folk,32
26524,American Idol,hard rock,27
26536,American Idol,male vocalists,16
26545,American Idol,pop,29
26546,American Idol,pop rock,32
26551,American Idol,rock,71
26556,American Idol,soul,33
27259,Ariana Grande,american,15
27269,Ariana Grande,dance,16
27276,Ariana Grande,female vocalists,40
27304,Ariana Grande,nickelodeon,19
27310,Ariana Grande,pop,40
27317,Ariana Grande,rnb,40
27729,Asher Roth,Eminem,18
27734,Asher Roth,Hip-Hop,18
27740,Asher Roth,Lil Wayne,18
27743,Asher Roth,Mac Dre,18
27746,Asher Roth,New Orleans,18
27754,Asher Roth,The Cool Kids,18
27755,Asher Roth,The Pack,18
27764,Asher Roth,g-eazy,18
27765,Asher Roth,gym class heroes,18
27766,Asher Roth,hip hop,18
27771,Asher Roth,juvenile,18
27773,Asher Roth,kidz in the hall,18
27782,Asher Roth,pnc,18
27786,Asher Roth,rap,18
28169,Aussie,alternative,26
28178,Aussie,australian,26
28199,Aussie,electronic,20
28221,Aussie,indie,24
28224,Aussie,indie pop,16
28225,Aussie,indie rock,16
28231,Aussie,male vocalists,15
28238,Aussie,pop,20
28575,Avant-Garde,00s,26
28588,Avant-Garde,60s,17
28589,Avant-Garde,70s,27
28591,Avant-Garde,80s,30
28593,Avant-Garde,90s,23
28620,Avant-Garde,Classical,18
28638,Avant-Garde,Experimental Rock,71
28650,Avant-Garde,Fusion,16
28681,Avant-Garde,Lo-Fi,21
28716,Avant-Garde,Progressive,24
28720,Avant-Garde,Progressive rock,51
28723,Avant-Garde,Psychedelic Rock,31
28749,Avant-Garde,UK,15
28750,Avant-Garde,USA,27
28782,Avant-Garde,alternative,105
28789,Avant-Garde,alternative rock,56
28793,Avant-Garde,ambient,54
28798,Avant-Garde,american,75
28806,Avant-Garde,art pop,17
28809,Avant-Garde,art rock,54
28812,Avant-Garde,atmospheric,15
28831,Avant-Garde,bebop,18
28850,Avant-Garde,british,18
28867,Avant-Garde,chillout,27
28871,Avant-Garde,classic rock,47
28877,Avant-Garde,composer,15
28936,Avant-Garde,electronic,65
28940,Avant-Garde,electronica,34
28951,Avant-Garde,experimental,140
28969,Avant-Garde,female vocalists,21
28974,Avant-Garde,folk,41
28982,Avant-Garde,freak folk,17
28983,Avant-Garde,free jazz,19
28996,Avant-Garde,genius,21
29050,Avant-Garde,indie,84
29055,Avant-Garde,indie pop,32
29056,Avant-Garde,indie rock,54
29058,Avant-Garde,industrial,18
29063,Avant-Garde,instrumental,29
29071,Avant-Garde,jazz,63
29105,Avant-Garde,male vocalists,23
29122,Avant-Garde,minimalism,16
29145,Avant-Garde,new wave,17
29146,Avant-Garde,new york,24
29150,Avant-Garde,no wave,16
29151,Avant-Garde,noise,33
29154,Avant-Garde,noise rock,25
29180,Avant-Garde,piano,25
29188,Avant-Garde,pop,45
29197,Avant-Garde,post-punk,33
29198,Avant-Garde,post-rock,32
29208,Avant-Garde,proto-punk,16
29212,Avant-Garde,psychedelic,65
29218,Avant-Garde,punk,25
29235,Avant-Garde,rock,108
29245,Avant-Garde,saxophone,17
29257,Avant-Garde,singer-songwriter,37
29308,Avant-Garde,trip-hop,21
29509,Awesome,00s,69
29510,Awesome,10s,20
29514,Awesome,1d,15
29533,Awesome,90s,24
29534,Awesome,<3,20
29544,Awesome,Alt-country,20
29624,Awesome,Favorite,29
29662,Awesome,Hip-Hop,15
29692,Awesome,Lo-Fi,27
29697,Awesome,Love,44
29703,Awesome,Mellow,32
29751,Awesome,Pop-punk,15
29764,Awesome,Progressive rock,21
29818,Awesome,UK,21
29819,Awesome,USA,61
29821,Awesome,United States,15
29827,Awesome,X factor,15
29835,Awesome,acoustic,46
29852,Awesome,alternative,97
29859,Awesome,alternative rock,85
29860,Awesome,amazing,36
29866,Awesome,american,87
29906,Awesome,beautiful,35
29920,Awesome,blues,18
29934,Awesome,british,16
29938,Awesome,britpop,18
29964,Awesome,chill,16
29965,Awesome,chillout,17
29974,Awesome,classic rock,17
29997,Awesome,cute,17
30000,Awesome,dance,35
30026,Awesome,dream pop,15
30045,Awesome,electronic,45
30048,Awesome,electronica,21
30054,Awesome,emo,40
30063,Awesome,experimental,40
30070,Awesome,favorites,60
30080,Awesome,female vocalist,17
30081,Awesome,female vocalists,32
30090,Awesome,folk,47
30096,Awesome,folk rock,25
30155,Awesome,guilty pleasure,16
30161,Awesome,hard rock,22
30162,Awesome,hardcore,18
30187,Awesome,indie,90
30189,Awesome,indie folk,28
30191,Awesome,indie pop,56
30194,Awesome,indie rock,76
30277,Awesome,love at first listen,17
30291,Awesome,male vocalists,68
30302,Awesome,melancholy,15
30310,Awesome,metal,22
30382,Awesome,one direction,16
30411,Awesome,pop,98
30413,Awesome,pop punk,23
30415,Awesome,pop rock,38
30428,Awesome,post-hardcore,16
30429,Awesome,post-punk,15
30432,Awesome,power pop,23
30443,Awesome,psychedelic,16
30449,Awesome,punk,42
30451,Awesome,punk rock,27
30485,Awesome,rock,99
30498,Awesome,screamo,16
30507,Awesome,sexy,21
30520,Awesome,singer-songwriter,47
30809,BAKING SODA,F O R S E N B O Y S,16
30810,BAKING SODA,Hip-Hop,50
30811,BAKING SODA,hip hop,50
30812,BAKING SODA,hit u with that treintaiocho,16
30813,BAKING SODA,meme rap,16
30814,BAKING SODA,music to listen while you baking,16
30815,BAKING SODA,rap,50
30816,BAKING SODA,turn up,33
31079,BIRP,alternative,16
31181,BIRP,indie,17
31184,BIRP,indie pop,15
31236,BIRP,rock,15
31343,BPitch Control,House,24
31351,BPitch Control,dance,23
31352,BPitch Control,deep house,23
31356,BPitch Control,electro,30
31359,BPitch Control,electronic,52
31360,BPitch Control,electronica,26
31364,BPitch Control,german,35
31365,BPitch Control,germany,21
31366,BPitch Control,glitch,29
31367,BPitch Control,idm,29
31369,BPitch Control,minimal,35
31376,BPitch Control,techno,29
31613,Ballad,00s,17
31632,Ballad,90s,20
31704,Ballad,Love,17
31767,Ballad,alternative,16
31773,Ballad,american,17
31827,Ballad,dance,17
31838,Ballad,diva,16
31861,Ballad,female,21
31865,Ballad,female vocalist,29
31866,Ballad,female vocalists,32
31985,Ballad,pop,38
32005,Ballad,rnb,21
32006,Ballad,rock,22
32017,Ballad,singer-songwriter,25
32026,Ballad,soul,24
32112,Baltimore,american,17
32156,Baltimore,indie,17
33122,Belgium,electronic,19
33981,Big Band,blues,26
34004,Big Band,jazz,47
34018,Big Band,piano,27
34028,Big Band,swing,47
34520,Blackened Death Metal,black metal,64
34529,Blackened Death Metal,death metal,64
34560,Blackened Death Metal,metal,31
34568,Blackened Death Metal,polish,27
34972,Blue-Eyed Soul,60s,16
34976,Blue-Eyed Soul,70s,20
34978,Blue-Eyed Soul,80s,22
35040,Blue-Eyed Soul,american,22
35056,Blue-Eyed Soul,british,18
35069,Blue-Eyed Soul,classic rock,27
35104,Blue-Eyed Soul,funk,19
35129,Blue-Eyed Soul,jazz,18
35147,Blue-Eyed Soul,male vocalists,33
35157,Blue-Eyed Soul,oldies,18
35161,Blue-Eyed Soul,pop,74
35162,Blue-Eyed Soul,pop rock,16
35182,Blue-Eyed Soul,rnb,38
35183,Blue-Eyed Soul,rock,33
35190,Blue-Eyed Soul,singer-songwriter,57
35195,Blue-Eyed Soul,soft rock,21
35196,Blue-Eyed Soul,soul,74
35325,Bob Marley,reggae,24
35329,Bob Marley,roots reggae,24
35331,Bob Marley,ska,22
35603,Bossa Nova,chillout,67
35616,Bossa Nova,female vocalists,72
35620,Bossa Nova,french,77
35625,Bossa Nova,indie,53
35632,Bossa Nova,lounge,28
36102,Bright Eyes,acoustic,17
36103,Bright Eyes,alternative,17
36121,Bright Eyes,folk,17
36128,Bright Eyes,indie,17
36130,Bright Eyes,indie pop,16
36514,Britney Spears,american,21
36541,Britney Spears,dance,41
36565,Britney Spears,female vocalists,43
36598,Britney Spears,legend,26
36617,Britney Spears,pop,43
36724,Britrock,00s,18
36753,Britrock,UK,22
36755,Britrock,alternative,22
36756,Britrock,alternative rock,22
36763,Britrock,brit rock,18
36764,Britrock,british,22
36767,Britrock,britpop,22
36796,Britrock,indie,22
36797,Britrock,indie pop,17
36798,Britrock,indie rock,22
36805,Britrock,male vocalists,19
36816,Britrock,pop,21
36824,Britrock,rock,22
36854,Broadway,Rent,33
36858,Broadway,Wicked,52
36871,Broadway,female vocalists,87
36876,Broadway,musical,17
36879,Broadway,musicals,76
36880,Broadway,pop,24
36923,Brooklyn,00s,17
36951,Brooklyn,East Coast,16
36964,Brooklyn,Hip-Hop,24
36967,Brooklyn,Lo-Fi,33
36998,Brooklyn,USA,22
37008,Brooklyn,alternative,48
37013,Brooklyn,alternative rock,25
37017,Brooklyn,american,54
37072,Brooklyn,dream pop,15
37082,Brooklyn,east coast rap,16
37085,Brooklyn,electronic,25
37086,Brooklyn,electronica,18
37090,Brooklyn,experimental,24
37099,Brooklyn,folk,25
37131,Brooklyn,hip hop,17
37139,Brooklyn,indie,48
37141,Brooklyn,indie folk,16
37142,Brooklyn,indie pop,36
37143,Brooklyn,indie rock,42
37164,Brooklyn,male vocalists,21
37177,Brooklyn,new york,53
37198,Brooklyn,pop,28
37212,Brooklyn,psychedelic,19
37219,Brooklyn,rap,17
37224,Brooklyn,rock,38
37271,Brostep,All,15
37277,Brostep,Drum and bass,16
37284,Brostep,House,37
37287,Brostep,Progressive House,23
37299,Brostep,american,16
37307,Brostep,breakbeat,47
37320,Brostep,dance,30
37330,Brostep,dubstep,81
37334,Brostep,electro,42
37336,Brostep,electro house,53
37342,Brostep,electronic,81
37343,Brostep,electronica,33
37351,Brostep,female vocalists,39
37505,Brutal Death Metal,Canadian,16
37527,Brutal Death Metal,Hip-Hop,32
37629,Brutal Death Metal,black metal,39
37667,Brutal Death Metal,dance,26
37676,Brutal Death Metal,death metal,26
37706,Brutal Death Metal,female vocalist,19
37707,Brutal Death Metal,female vocalists,33
37732,Brutal Death Metal,guilty pleasure,15
37759,Brutal Death Metal,justin bieber,20
37788,Brutal Death Metal,male vocalists,15
37790,Brutal Death Metal,metal,15
37833,Brutal Death Metal,pop,41
37854,Brutal Death Metal,r&b,23
37856,Brutal Death Metal,rap,19
37862,Brutal Death Metal,rnb,25
37863,Brutal Death Metal,rock,18
37886,Brutal Death Metal,teen pop,16
38551,Calgary,Canadian,23
38563,Calgary,art rock,24
38565,Calgary,canada,15
38569,Calgary,experimental,18
38592,Calgary,noise rock,18
38596,Calgary,post-punk,24
38600,Calgary,rock,25
38605,California,00s,48
38607,California,10s,25
38624,California,60s,21
38626,California,70s,19
38629,California,80s,16
38634,California,90s,69
38647,California,All,34
38735,California,Gangsta Rap,26
38748,California,Grunge,18
38755,California,Hip-Hop,78
38785,California,Lo-Fi,24
38838,California,Progressive rock,18
38840,California,Psychedelic Rock,31
38897,California,USA,97
38899,California,United States,38
38903,California,West Coast Rap,37
38918,California,acoustic,27
38931,California,alternative,146
38941,California,alternative rock,95
38946,California,american,243
38952,California,arizona,28
38995,California,blues,21
38996,California,blues rock,17
39019,California,chill,18
39022,California,chillout,20
39029,California,classic rock,52
39039,California,compton,34
39041,California,contemporary folk,29
39057,California,dance,23
39102,California,electronic,42
39106,California,electronica,28
39109,California,emo,22
39114,California,experimental,41
39125,California,favorites,31
39133,California,female vocalist,47
