,tag_1,tag_2,count,number_of_pairs_x,number_of_pairs_y,totalPairs,pair_percent_of_total,pair_percent_of_x,pair_percent_of_y,perc_x_y_sum,score
18342,rnb,trip-hop,46,20299,12332,2435982,1.88835549688e-05,0.00226612148382,0.00373013298735,0.00599625447117,0.0159621453281
18343,rock,trip-hop,134,129905,12332,2435982,5.50086166482e-05,0.00103152303606,0.0108660395718,0.0118975626079,0.0616567937409
18344,scandinavian,trip-hop,22,1397,12332,2435982,9.03126541986e-06,0.0157480314961,0.00178397664612,0.0175320081422,0.0253725458173
18345,shoegaze,trip-hop,17,6259,12332,2435982,6.97870509716e-06,0.00271608883208,0.00137852740837,0.00409461624045,0.00261296878532
18346,singer-songwriter,trip-hop,136,53297,12332,2435982,5.58296407773e-05,0.00255173837177,0.0110282192669,0.0135799576387,0.157110919436
18347,soul,trip-hop,43,28355,12332,2435982,1.76520187752e-05,0.00151648739199,0.0034868634447,0.00500335083669,0.00933400704168
18348,swedish,trip-hop,65,7873,12332,2435982,2.6683284195e-05,0.00825606503239,0.00527084009082,0.0135269051232,0.116116043006
18349,synth pop,trip-hop,16,4132,12332,2435982,6.56819303263e-06,0.00387221684414,0.00129743756082,0.00516965440496,0.00329983362913
18350,synthpop,trip-hop,62,12933,12332,2435982,2.54517480014e-05,0.00479393798809,0.00502757054817,0.00982150853626,0.0613434503702
18351,techno,trip-hop,32,3984,12332,2435982,1.31363860653e-05,0.00803212851406,0.00259487512163,0.0106270036357,0.027379342481
18352,trance,trip-hop,26,1751,12332,2435982,1.0673313678e-05,0.0148486579098,0.00210833603633,0.0169569939461,0.0334138337073
18353,trip hop,trip-hop,187,2362,12332,2435982,7.67657560688e-05,0.0791701947502,0.0151638014921,0.0943339962423,9.21589112445
18354,turntablism,trip-hop,82,928,12332,2435982,3.36619892922e-05,0.0883620689655,0.00664936749919,0.0950114364647,1.97781647411
18355,uk bass,trip-hop,21,277,12332,2435982,8.62075335532e-06,0.0758122743682,0.00170288679857,0.0775151611668,0.111293685463
18356,wonky,trip-hop,23,936,12332,2435982,9.4417774844e-06,0.0245726495726,0.00186506649367,0.0264377160663,0.043271312502
18357,00s,urban,44,15036,1937,2435982,1.80625308397e-05,0.00292631018888,0.0227155394941,0.0256418496829,0.120066545868
18358,2014,urban,18,345,1937,2435982,7.3892171617e-06,0.0521739130435,0.00929272070212,0.0614666337456,0.358257032823
18359,90s,urban,34,15714,1937,2435982,1.39574101943e-05,0.00216367570319,0.0175529168818,0.019716592585,0.0530085966328
18360,Disney,urban,16,1096,1937,2435982,6.56819303263e-06,0.014598540146,0.00826019617966,0.0228587363256,0.0792037415991
18361,Hip-Hop,urban,140,29737,1937,2435982,5.74716890355e-05,0.00470793960386,0.072276716572,0.0769846561759,1.95561454453
18362,Love,urban,23,4078,1937,2435982,9.4417774844e-06,0.00564001961746,0.0118740320083,0.0175140516257,0.0632313699236
18363,Mike Will Made It,urban,17,68,1937,2435982,6.97870509716e-06,0.25,0.00877645844089,0.258776458441,1.53120788141
18364,Neo-Soul,urban,16,2256,1937,2435982,6.56819303263e-06,0.00709219858156,0.00826019617966,0.0153523947612,0.0384784134719
18365,USA,urban,30,12232,1937,2435982,1.23153619362e-05,0.00245258338784,0.0154878678369,0.0179404512247,0.0467802562207
18366,alternative,urban,36,114909,1937,2435982,1.47784343234e-05,0.000313291387098,0.0185854414042,0.0188987327913,0.0086049779442
18367,american,urban,99,46372,1937,2435982,4.06406943894e-05,0.00213490899681,0.0511099638616,0.0532448728585,0.443451431324
18368,chillout,urban,19,20008,1937,2435982,7.79972922624e-06,0.000949620151939,0.00980898296335,0.0107586031153,0.00726529793522
18369,dance,urban,73,31691,1937,2435982,2.99673807114e-05,0.0023034931053,0.0376871450697,0.039990638175,0.260153061653
18370,electronic,urban,37,85203,1937,2435982,1.51889463879e-05,0.00043425700973,0.0191017036655,0.0195359606752,0.012599305021
18371,female,urban,34,7556,1937,2435982,1.39574101943e-05,0.00449973530969,0.0175529168818,0.0220526521915,0.110240482727
18372,female vocalist,urban,37,11767,1937,2435982,1.51889463879e-05,0.00314438684457,0.0191017036655,0.02224609051,0.0912295900148
18373,female vocalists,urban,82,61719,1937,2435982,3.36619892922e-05,0.00132860221326,0.0423335054208,0.043662107634,0.189329802016
18374,funk,urban,32,12893,1937,2435982,1.31363860653e-05,0.00248196695881,0.0165203923593,0.0190023593181,0.0538632130878
18375,guilty pleasure,urban,19,1142,1937,2435982,7.79972922624e-06,0.0166374781086,0.00980898296335,0.0264464610719,0.12728903773
18376,hip hop,urban,94,17541,1937,2435982,3.85881340667e-05,0.00535887349638,0.0485286525555,0.0538875260519,1.00351880841
18377,hiphop,urban,37,2558,1937,2435982,1.51889463879e-05,0.0144644253323,0.0191017036655,0.0335661289978,0.419663246953
18378,indie,urban,15,122729,1937,2435982,6.15768096809e-06,0.000122220502082,0.00774393391843,0.00786615442051,0.000582804485993
18379,jazz,urban,15,12377,1937,2435982,6.15768096809e-06,0.0012119253454,0.00774393391843,0.00895585926383,0.00577902656229
18380,male vocalist,urban,20,1875,1937,2435982,8.21024129078e-06,0.0106666666667,0.0103252452246,0.0209919118912,0.0904242716589
18381,male vocalists,urban,78,24312,1937,2435982,3.2019941034e-05,0.00320829220138,0.0402684563758,0.0434767485772,0.413675142718
18382,pop,urban,109,92415,1937,2435982,4.47458150348e-05,0.00117946220852,0.0562725864739,0.0574520486824,0.296984190123
18383,pop rock,urban,16,14456,1937,2435982,6.56819303263e-06,0.0011068068622,0.00826019617966,0.00936700304186,0.00600493226291
18384,r and b,urban,59,1361,1937,2435982,2.42202118078e-05,0.04335047759,0.0304594734125,0.0738099510025,3.1981160146
18385,r&b,urban,94,7973,1937,2435982,3.85881340667e-05,0.0117897905431,0.0485286525555,0.0603184430986,2.20779172436
18386,r'n'b,urban,35,1276,1937,2435982,1.43679222589e-05,0.0274294670846,0.018069179143,0.0454986462276,0.712114392029
18387,rap,urban,90,19018,1937,2435982,3.69460858085e-05,0.00473235881796,0.0464636035106,0.0511959623285,0.812379563596
18388,rhythm and blues,urban,43,4064,1937,2435982,1.76520187752e-05,0.0105807086614,0.0221992772328,0.0327799858943,0.414617827655
18389,rnb,urban,142,20299,1937,2435982,5.82927131645e-05,0.00699541849352,0.0733092410945,0.080304659588,2.98941833591
18390,rock,urban,38,129905,1937,2435982,1.55994584525e-05,0.000292521457989,0.0196179659267,0.0199104873847,0.00895202377663
18391,sexy,urban,47,4616,1937,2435982,1.92940670333e-05,0.0101819757366,0.0242643262777,0.0344463020143,0.476676868997
18392,singer-songwriter,urban,38,53297,1937,2435982,1.55994584525e-05,0.000712985721523,0.0196179659267,0.0203309516482,0.0218194766817
18393,soul,urban,128,28355,1937,2435982,5.2545544261e-05,0.00451419502733,0.0660815694373,0.0705957644646,1.5674603423
18394,trey songz,urban,33,151,1937,2435982,1.35468981298e-05,0.218543046358,0.0170366546205,0.235579700978,5.04383855123
18395,00s,want to see live,18,15036,313,2435982,7.3892171617e-06,0.00119712689545,0.0575079872204,0.0587051141159,0.0508705913134
18396,10s,want to see live,17,5092,313,2435982,6.97870509716e-06,0.00333857030636,0.0543130990415,0.0576516693479,0.126543533368
18397,alternative,want to see live,34,114909,313,2435982,1.39574101943e-05,0.000295886310037,0.108626198083,0.108922084393,0.0448605189784
18398,alternative rock,want to see live,17,54194,313,2435982,6.97870509716e-06,0.000313687862125,0.0543130990415,0.0546267869037,0.0118898710542
18399,british,want to see live,16,49436,313,2435982,6.56819303263e-06,0.000323650780808,0.0511182108626,0.0514418616434,0.0108667133725
18400,electronic,want to see live,29,85203,313,2435982,1.19048498716e-05,0.000340363602221,0.0926517571885,0.0929921207907,0.037542284345
18401,electronica,want to see live,16,28305,313,2435982,6.56819303263e-06,0.000565271153506,0.0511182108626,0.0516834820161,0.0189792207131
18402,experimental,want to see live,15,33393,313,2435982,6.15768096809e-06,0.000449195939269,0.0479233226837,0.048372518623,0.0132556163874
18403,indie,want to see live,32,122729,313,2435982,1.31363860653e-05,0.000260737071108,0.102236421725,0.102497158796,0.0350174346591
18404,indie pop,want to see live,28,41195,313,2435982,1.14943378071e-05,0.000679694137638,0.0894568690096,0.0901365631472,0.0698893778461
18405,indie rock,want to see live,29,56197,313,2435982,1.19048498716e-05,0.00051604178159,0.0926517571885,0.0931677989701,0.0569196799304
18406,pop,want to see live,34,92415,313,2435982,1.39574101943e-05,0.000367905643023,0.108626198083,0.108994103726,0.055779661043
18407,rock,want to see live,28,129905,313,2435982,1.14943378071e-05,0.000215542126939,0.0894568690096,0.0896724111365,0.022163064704
18408,10s,00s,58,5092,15036,2435982,2.38096997433e-05,0.0113904163394,0.00385740888534,0.0152478252247,0.104613852045
18409,2007,00s,15,60,15036,2435982,6.15768096809e-06,0.25,0.000997605746209,0.250997605746,0.153573447927
18410,2010s,00s,21,2632,15036,2435982,8.62075335532e-06,0.00797872340426,0.00139664804469,0.00937537144895,0.00960650929587
18411,70s,00s,17,13876,15036,2435982,6.97870509716e-06,0.00122513692707,0.0011306198457,0.00235575677277,0.000966665192871
18412,80s,00s,67,24769,15036,2435982,2.75043083241e-05,0.00270499414591,0.00445597233307,0.00716096647898,0.0331519854434
18413,90s,00s,181,15714,15036,2435982,7.43026836816e-05,0.0115183912435,0.0120377760043,0.0235561672477,1.03024990673
18414,Acoustic Rock,00s,22,1467,15036,2435982,9.03126541986e-06,0.0149965916837,0.00146315509444,0.0164597467781,0.0198167092149
18415,All,00s,32,6358,15036,2435982,1.31363860653e-05,0.00503302925448,0.00212822559191,0.0071612548464,0.0140709370289
18416,Alt-country,00s,57,5335,15036,2435982,2.33991876787e-05,0.0106841611996,0.00379090183559,0.0144750630352,0.0947728086372
18417,Alternative Folk,00s,15,425,15036,2435982,6.15768096809e-06,0.0352941176471,0.000997605746209,0.0362917233933,0.0216809573544
18418,Avant-Garde,00s,26,2114,15036,2435982,1.0673313678e-05,0.0122989593188,0.00172918329343,0.0140281426123,0.0226991016148
18419,Awesome,00s,69,2270,15036,2435982,2.83253324532e-05,0.0303964757709,0.00458898643256,0.0349854622035,0.395107272091
18420,Ballad,00s,17,332,15036,2435982,6.97870509716e-06,0.0512048192771,0.0011306198457,0.0523354391228,0.0404019464346
18421,Britrock,00s,18,269,15036,2435982,7.3892171617e-06,0.0669144981413,0.00119712689545,0.0681116250367,0.0591914315282
18422,Brooklyn,00s,17,697,15036,2435982,6.97870509716e-06,0.0243902439024,0.0011306198457,0.0255208637481,0.0192445426346
18423,California,00s,48,3430,15036,2435982,1.97045790979e-05,0.0139941690962,0.00319233838787,0.0171865074841,0.0880284794462
18424,Canadian,00s,36,9510,15036,2435982,1.47784343234e-05,0.00378548895899,0.0023942537909,0.00617974274989,0.0133943176287
18425,Disco,00s,36,3611,15036,2435982,1.47784343234e-05,0.00996953752423,0.0023942537909,0.0123637913151,0.0352755360423
18426,Dreamy,00s,20,1621,15036,2435982,8.21024129078e-06,0.0123380629241,0.00133014099495,0.0136682039191,0.0134741252551
18427,Electro Pop,00s,15,856,15036,2435982,6.15768096809e-06,0.017523364486,0.000997605746209,0.0185209702322,0.0107644940136
18428,Electroclash,00s,20,790,15036,2435982,8.21024129078e-06,0.0253164556962,0.00133014099495,0.0266465966911,0.0276475405551
18429,Experimental Rock,00s,40,2329,15036,2435982,1.64204825816e-05,0.0171747531129,0.00266028198989,0.0198350351028,0.0750246699477
18430,Favorite,00s,38,922,15036,2435982,1.55994584525e-05,0.0412147505423,0.0025272678904,0.0437420184327,0.162485075626
18431,Favourites,00s,23,395,15036,2435982,9.4417774844e-06,0.0582278481013,0.00152966214419,0.0597575102455,0.0840969064835
18432,Female Voices,00s,15,556,15036,2435982,6.15768096809e-06,0.0269784172662,0.000997605746209,0.0279760230124,0.0165726742367
18433,Garage Rock,00s,72,5316,15036,2435982,2.95568686468e-05,0.0135440180587,0.0047885075818,0.0183325256405,0.191692943038
18434,Great Lyricists,00s,17,390,15036,2435982,6.97870509716e-06,0.0435897435897,0.0011306198457,0.0447203634354,0.0343934518366
18435,Grunge,00s,38,5577,15036,2435982,1.55994584525e-05,0.00681369912139,0.0025272678904,0.00934096701179,0.0268623345396
18436,Hip-Hop,00s,112,29737,15036,2435982,4.59773512284e-05,0.00376635168309,0.00744878957169,0.0112151412548,0.128988360658
18437,House,00s,51,13403,15036,2435982,2.09361152915e-05,0.00380511825711,0.00339185953711,0.00719697779422,0.027021043635
18438,Lo-Fi,00s,111,13954,15036,2435982,4.55668391638e-05,0.00795470832736,0.00738228252195,0.0153369908493,0.267586270014
18439,Love,00s,127,4078,15036,2435982,5.21350321965e-05,0.0311427170181,0.0084463953179,0.039589112336,1.37137917273
18440,Mellow,00s,119,7329,15036,2435982,4.88509356801e-05,0.0162368672397,0.00791433891993,0.0241512061597,0.627754407448
18441,Neo Soul,00s,19,1224,15036,2435982,7.79972922624e-06,0.015522875817,0.0012636339452,0.0167865097622,0.0152993504623
18442,Neo-Psychedelia,00s,42,1747,15036,2435982,1.72415067106e-05,0.0240412135089,0.00279329608939,0.0268345095983,0.115784006717
18443,Neo-Soul,00s,26,2256,15036,2435982,1.0673313678e-05,0.011524822695,0.00172918329343,0.0132540059885,0.0212703461053
18444,New Weird America,00s,25,1193,15036,2435982,1.02628016135e-05,0.0209555741827,0.00166267624368,0.0226182504264,0.0357579975615
18445,Nu Metal,00s,17,5797,15036,2435982,6.97870509716e-06,0.00293255131965,0.0011306198457,0.00406317116535,0.00231385996486
18446,Officially Shit,00s,27,701,15036,2435982,1.10838257426e-05,0.0385164051355,0.00179569034318,0.0403120954787,0.0766596589139
18447,Pop-Rock,00s,58,2351,15036,2435982,2.38096997433e-05,0.0246703530413,0.00385740888534,0.0285277619266,0.226581767168
18448,Pop-punk,00s,17,830,15036,2435982,6.97870509716e-06,0.0204819277108,0.0011306198457,0.0216125475565,0.0161607785738
18449,Post Grunge,00s,15,384,15036,2435982,6.15768096809e-06,0.0390625,0.000997605746209,0.0400601057462,0.0239958512386
18450,Post punk,00s,17,757,15036,2435982,6.97870509716e-06,0.0224570673712,0.0011306198457,0.0235876872169,0.0177192156094
18451,Post-punk revival,00s,40,920,15036,2435982,1.64204825816e-05,0.0434782608696,0.00266028198989,0.0461385428595,0.189926582944
18452,Progressive,00s,22,3345,15036,2435982,9.03126541986e-06,0.00657698056801,0.00146315509444,0.00804013566245,0.00869091552116
18453,Progressive rock,00s,56,10308,15036,2435982,2.29886756142e-05,0.00543267365153,0.00372439478585,0.00915706843738,0.0465139561612
18454,Psychedelic Rock,00s,54,7259,15036,2435982,2.21676514851e-05,0.00743904119025,0.00359138068635,0.0110304218766,0.0592240483798
18455,Scottish,00s,24,2680,15036,2435982,9.85228954894e-06,0.0089552238806,0.00159616919393,0.0105513930745,0.014082914389
18456,Soundtrack,00s,29,4872,15036,2435982,1.19048498716e-05,0.00595238095238,0.00192870444267,0.00788108539505,0.0136672243076
18457,Sweden,00s,17,1199,15036,2435982,6.97870509716e-06,0.0141784820684,0.0011306198457,0.0153091019141,0.011187194509
18458,UK,00s,157,9611,15036,2435982,6.44503941326e-05,0.0163354489647,0.0104416068103,0.026777055775,1.09931964276
18459,USA,00s,254,12232,15036,2435982,0.000104270064393,0.020765206017,0.0168927906358,0.0376579966528,3.65760906894
18460,acoustic,00s,156,23967,15036,2435982,6.40398820681e-05,0.00650894980598,0.0103750997606,0.0168840495666,0.43246775048
18461,alternative,00s,567,114909,15036,2435982,0.000232760340594,0.00493433934679,0.0377094972067,0.0426438365535,4.33100554302
18462,alternative country,00s,20,577,15036,2435982,8.21024129078e-06,0.0346620450607,0.00133014099495,0.0359921860556,0.0378536517132
18463,alternative dance,00s,22,709,15036,2435982,9.03126541986e-06,0.0310296191819,0.00146315509444,0.0324927742764,0.0410029794334
18464,alternative hip-hop,00s,15,1067,15036,2435982,6.15768096809e-06,0.0140581068416,0.000997605746209,0.0150557125878,0.00863580775598
18465,alternative metal,00s,23,6429,15036,2435982,9.4417774844e-06,0.00357753927516,0.00152966214419,0.00510720141935,0.00516694323549
18466,alternative pop,00s,24,1062,15036,2435982,9.85228954894e-06,0.0225988700565,0.00159616919393,0.0241950392504,0.0355388046729
18467,alternative rock,00s,383,54194,15036,2435982,0.000157226120718,0.0070672030114,0.0254722000532,0.0325394030646,2.83034074215
18468,amazing,00s,45,1463,15036,2435982,1.84730429043e-05,0.0307587149692,0.00299281723863,0.0337515322079,0.170053988819
18469,ambient,00s,67,19120,15036,2435982,2.75043083241e-05,0.00350418410042,0.00445597233307,0.00796015643349,0.0429467326071
18470,american,00s,391,46372,15036,2435982,0.000160510217235,0.00843181230053,0.0260042564512,0.0344360687517,3.51939532721
18471,americana,00s,49,4307,15036,2435982,2.01150911624e-05,0.0113768284189,0.00325884543762,0.0146356738565,0.0745773550042
18472,art pop,00s,25,1984,15036,2435982,1.02628016135e-05,0.0126008064516,0.00166267624368,0.0142634826953,0.021501658816
18473,art rock,00s,53,4537,15036,2435982,2.17571394206e-05,0.0116817280141,0.00352487363661,0.0152066016507,0.0895885355748
18474,atmospheric,00s,22,2725,15036,2435982,9.03126541986e-06,0.00807339449541,0.00146315509444,0.00953654958985,0.0106682981351
18475,australia,00s,17,900,15036,2435982,6.97870509716e-06,0.0188888888889,0.0011306198457,0.0200195087346,0.0149038291292
18476,australian,00s,24,5619,15036,2435982,9.85228954894e-06,0.00427122263748,0.00159616919393,0.00586739183141,0.00671689100597
18477,baroque pop,00s,38,1347,15036,2435982,1.55994584525e-05,0.0282108389013,0.0025272678904,0.0307381067917,0.111218440777
18478,beautiful,00s,83,3802,15036,2435982,3.40725013567e-05,0.0218306154655,0.00552008512902,0.0273507005946,0.410597000736
18479,bitch,00s,15,289,15036,2435982,6.15768096809e-06,0.0519031141869,0.000997605746209,0.0529007199331,0.0318837608153
18480,blues,00s,78,14017,15036,2435982,3.2019941034e-05,0.00556467147036,0.00518754988029,0.0107522213506,0.0924319984282
18481,blues rock,00s,37,5839,15036,2435982,1.51889463879e-05,0.00633670148998,0.00246076084065,0.00879746233063,0.0236842864504
18482,brit rock,00s,21,367,15036,2435982,8.62075335532e-06,0.0572207084469,0.00139664804469,0.0586173564916,0.0688946388739
18483,british,00s,178,49436,15036,2435982,7.3071147488e-05,0.00360061493648,0.011838254855,0.0154388697915,0.311465746094
18484,britpop,00s,125,11623,15036,2435982,5.13140080674e-05,0.0107545384152,0.00831338121841,0.0190679196336,0.458780984802
18485,canada,00s,30,2430,15036,2435982,1.23153619362e-05,0.0123456790123,0.00199521149242,0.0143408905048,0.0303354958868
18486,catchy,00s,15,68,15036,2435982,6.15768096809e-06,0.220588235294,0.000997605746209,0.22158584104,0.135505983465
18487,chamber pop,00s,38,1784,15036,2435982,1.55994584525e-05,0.0213004484305,0.0025272678904,0.0238277163209,0.083974910161
18488,chicago,00s,16,810,15036,2435982,6.56819303263e-06,0.0197530864198,0.00106411279596,0.0208171992157,0.0138060212392
18489,chill,00s,82,5463,15036,2435982,3.36619892922e-05,0.0150100677284,0.00545357807928,0.0204636458076,0.275552251996
18490,chillout,00s,146,20008,15036,2435982,5.99347614227e-05,0.00729708116753,0.0097100292631,0.0170071104306,0.42466698293
18491,chillwave,00s,19,4207,15036,2435982,7.79972922624e-06,0.0045162823865,0.0012636339452,0.0057799163317,0.00445124910052
18492,classic rock,00s,87,35859,15036,2435982,3.57145496149e-05,0.00242616916255,0.00578611332801,0.00821228249057,0.050136405207
18493,cool,00s,15,94,15036,2435982,6.15768096809e-06,0.159574468085,0.000997605746209,0.160572073831,0.0980256050599
18494,country,00s,47,3713,15036,2435982,1.92940670333e-05,0.0126582278481,0.00312583133812,0.0157840591862,0.0763417713578
18495,cute,00s,17,711,15036,2435982,6.97870509716e-06,0.0239099859353,0.0011306198457,0.025040605781,0.0188656064927
18496,dance,00s,244,31691,15036,2435982,0.000100164943748,0.00769934681771,0.0162277201383,0.023927066956,1.25148930817
18497,dance pop,00s,17,1086,15036,2435982,6.97870509716e-06,0.0156537753223,0.0011306198457,0.016784395168,0.0123512396098
18498,dance punk,00s,15,737,15036,2435982,6.15768096809e-06,0.0203527815468,0.000997605746209,0.021350387293,0.0125025873482
18499,dance-pop,00s,37,1198,15036,2435982,1.51889463879e-05,0.0308848080134,0.00246076084065,0.033345568854,0.115436184127
18500,dance-punk,00s,16,856,15036,2435982,6.56819303263e-06,0.018691588785,0.00106411279596,0.019755701581,0.0130641088829
18501,deep house,00s,24,2959,15036,2435982,9.85228954894e-06,0.00811084825955,0.00159616919393,0.00970701745348,0.0127550559522
18502,diva,00s,47,1262,15036,2435982,1.92940670333e-05,0.0372424722662,0.00312583133812,0.0403683036044,0.224609347901
18503,dj,00s,24,809,15036,2435982,9.85228954894e-06,0.0296662546354,0.00159616919393,0.0312624238293,0.0466529178771
18504,downtempo,00s,43,13047,15036,2435982,1.76520187752e-05,0.00329577680693,0.00285980313913,0.00615557994606,0.0166375093457
18505,dream pop,00s,83,10987,15036,2435982,3.40725013567e-05,0.00755438245199,0.00552008512902,0.013074467581,0.142085173095
18506,dub,00s,17,1400,15036,2435982,6.97870509716e-06,0.0121428571429,0.0011306198457,0.0132734769886,0.00958103301163
18507,duo,00s,16,228,15036,2435982,6.56819303263e-06,0.0701754385965,0.00106411279596,0.0712395513924,0.0490477070339
18508,easy listening,00s,39,2498,15036,2435982,1.6009970517e-05,0.015612489992,0.00259377494014,0.0182062649321,0.0648328323643
18509,electro,00s,113,15372,15036,2435982,4.63878632929e-05,0.00735102784283,0.00751529662144,0.0148663244643,0.256270468435
18510,electro house,00s,23,4062,15036,2435982,9.4417774844e-06,0.00566223535204,0.00152966214419,0.00719189749623,0.00817781340743
18511,electronic,00s,337,85203,15036,2435982,0.00013834256575,0.00395525979132,0.0224128757648,0.0263681355562,1.22638950165
18512,electronica,00s,190,28305,15036,2435982,7.79972922624e-05,0.00671259494789,0.012636339452,0.0193489343999,0.661593533507
18513,electropop,00s,118,12108,15036,2435982,4.84404236156e-05,0.00974562272877,0.00784783187018,0.017593454599,0.370482089777
18514,emo,00s,86,9178,15036,2435982,3.53040375504e-05,0.00937023316627,0.00571960627827,0.0150898394445,0.189208615762
18515,england,00s,49,2162,15036,2435982,2.01150911624e-05,0.022664199815,0.00325884543762,0.0259230452526,0.148568301574
18516,english,00s,98,4934,15036,2435982,4.02301823248e-05,0.0198621807864,0.00651769087523,0.0263798716616,0.520802055944
18517,experimental,00s,206,33393,15036,2435982,8.4565485295e-05,0.00616895756596,0.0137004522479,0.0198694098139,0.714726412662
18518,favorites,00s,160,6175,15036,2435982,6.56819303263e-05,0.0259109311741,0.0106411279596,0.0365520591337,1.81099225971
18519,female,00s,143,7556,15036,2435982,5.87032252291e-05,0.0189253573319,0.00951050811386,0.0284358654458,1.05659796822
18520,female vocalist,00s,181,11767,15036,2435982,7.43026836816e-05,0.0153820005099,0.0120377760043,0.0274197765142,1.37582621181
18521,female vocalists,00s,237,61719,15036,2435982,9.72913592958e-05,0.00383998444563,0.0157621707901,0.0196021552357,0.588870455004
18522,female vocals,00s,30,692,15036,2435982,1.23153619362e-05,0.0433526011561,0.00199521149242,0.0453478126485,0.106524934978
18523,folk,00s,207,43598,15036,2435982,8.49759973596e-05,0.00474792421671,0.0137669592977,0.0185148835144,0.55544118323
18524,folk rock,00s,81,9564,15036,2435982,3.32514772277e-05,0.00846925972396,0.00538707102953,0.0138563307535,0.151708214582
18525,folk-rock,00s,17,1134,15036,2435982,6.97870509716e-06,0.0149911816578,0.0011306198457,0.0161218015036,0.0118284358168
18526,freak folk,00s,40,2754,15036,2435982,1.64204825816e-05,0.0145243282498,0.00266028198989,0.0171846102397,0.0634467887829
18527,fun,00s,36,805,15036,2435982,1.47784343234e-05,0.0447204968944,0.0023942537909,0.0471147506853,0.158235975961
18528,funk,00s,96,12893,15036,2435982,3.94091581958e-05,0.00744590087644,0.00638467677574,0.0138305776522,0.187349839138
18529,funky,00s,32,2843,15036,2435982,1.31363860653e-05,0.0112557157932,0.00212822559191,0.0133839413851,0.0314678218888
18530,garage,00s,37,1186,15036,2435982,1.51889463879e-05,0.031197301855,0.00246076084065,0.0336580626956,0.116604172499
18531,garage rock revival,00s,28,291,15036,2435982,1.14943378071e-05,0.0962199312715,0.00186219739292,0.0980821286644,0.205956125477
18532,genius,00s,22,1342,15036,2435982,9.03126541986e-06,0.016393442623,0.00146315509444,0.0178565977174,0.0216625278825
18533,german,00s,19,2849,15036,2435982,7.79972922624e-06,0.00666900666901,0.0012636339452,0.0079326406142,0.00657297471601
18534,germany,00s,16,416,15036,2435982,6.56819303263e-06,0.0384615384615,0.00106411279596,0.0395256512575,0.0268819163551
18535,glam rock,00s,17,3331,15036,2435982,6.97870509716e-06,0.00510357250075,0.0011306198457,0.00623419234645,0.00402685266175
18536,guilty pleasure,00s,26,1142,15036,2435982,1.0673313678e-05,0.0227670753065,0.00172918329343,0.0244962585999,0.0420191775951
18537,guitar,00s,38,3511,15036,2435982,1.55994584525e-05,0.0108231273142,0.0025272678904,0.0133503952046,0.0426691084384
18538,happy,00s,21,314,15036,2435982,8.62075335532e-06,0.0668789808917,0.00139664804469,0.0682756289364,0.0805233518048
18539,hard rock,00s,77,22303,15036,2435982,3.16094289695e-05,0.003452450343,0.00512104283054,0.00857349317354,0.0558859321586
18540,hardcore,00s,22,5329,15036,2435982,9.03126541986e-06,0.00412835428786,0.00146315509444,0.0055915093823,0.00545526598204
18541,heavy metal,00s,25,8177,15036,2435982,1.02628016135e-05,0.00305735599853,0.00166267624368,0.00472003224221,0.00521698558039
18542,hip hop,00s,93,17541,15036,2435982,3.81776220021e-05,0.00530186420387,0.0061851556265,0.0114870198304,0.125195323063
18543,hiphop,00s,35,2558,15036,2435982,1.43679222589e-05,0.0136825645035,0.00232774674115,0.0160103112447,0.0457611785588
18544,hot,00s,26,574,15036,2435982,1.0673313678e-05,0.0452961672474,0.00172918329343,0.0470253505408,0.0835991303373
18545,idm,00s,16,4735,15036,2435982,6.56819303263e-06,0.00337909186906,0.00106411279596,0.00444320466502,0.00236174808949
18546,indie,00s,521,122729,15036,2435982,0.000213876785625,0.00424512543898,0.0346501729183,0.0388952983573,3.14600625954
18547,indie electronic,00s,27,864,15036,2435982,1.10838257426e-05,0.03125,0.00179569034318,0.0330456903432,0.0621972464105
18548,indie folk,00s,92,12598,15036,2435982,3.77671099376e-05,0.00730274646769,0.00611864857675,0.0134213950444,0.168754548016
18549,indie pop,00s,324,41195,15036,2435982,0.000133005908911,0.0078650321641,0.0215482841181,0.0294133162822,2.25415684702
18550,indie rock,00s,407,56197,15036,2435982,0.000167078410267,0.00724237948645,0.0270683692471,0.0343107487336,3.27539516639
18551,indietronica,00s,64,5024,15036,2435982,2.62727721305e-05,0.0127388535032,0.00425645118383,0.016995304687,0.142457034442
18552,instrumental,00s,28,10841,15036,2435982,1.14943378071e-05,0.00258278756572,0.00186219739292,0.00444498495865,0.00552838598964
18553,jazz,00s,85,12377,15036,2435982,3.48935254858e-05,0.00686757695726,0.00565309922852,0.0125206761858,0.135467461989
18554,latin,00s,16,1760,15036,2435982,6.56819303263e-06,0.00909090909091,0.00106411279596,0.0101550218869,0.00635390750212
18555,legend,00s,45,2096,15036,2435982,1.84730429043e-05,0.0214694656489,0.00299281723863,0.0244622828875,0.118697035135
18556,london,00s,40,2125,15036,2435982,1.64204825816e-05,0.0188235294118,0.00266028198989,0.0214838114017,0.0822270382627
18557,los angeles,00s,20,1484,15036,2435982,8.21024129078e-06,0.0134770889488,0.00133014099495,0.0148072299437,0.0147180303494
18558,male,00s,17,164,15036,2435982,6.97870509716e-06,0.103658536585,0.0011306198457,0.104789156431,0.0817893061969
